province,sector_dir,subsector,hazard,file,sheet,label,description,weight_pct,relationship,domain
Northwestern,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Var,E6,Road Density,10,-,exposure
Northwestern,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Var,E7,Schools  in landslide prone area (high and moderate),5,+,exposure
Northwestern,Human Settlement,,Landslide,Hu_Se_Landslide.xlsx,Var,E8,No. of Public hospitals,10,-,exposure
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,E1,Total establishments in  manufacturing Industries,10,+,exposure
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,E2,Total No. of Mining & Quarrying industries,10,+,exposure
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,E3,Total No. of Industrial establishments (small and informal industries),5,+,exposure
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,E4,"Max # of flood affected People during  1974 to 2023 (1974-2004, 25%, 2005 -2023, 75%)",10,+,exposure
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,E5,Flood affected  road length,10,+,exposure
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,E6,Total Persons engaged (small and informal industries),5,+,exposure
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,E7,"Persons engaged in processing and preserving of fish, crustaceans and mollusks industries",20,+,exposure
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,E8,Persons engaged in manufacture of dairy product industries,10,+,exposure
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,E9,Accommodation and food service activities- No. of Establishments,10,+,exposure
Northwestern,Industry,,Flood,Industry_Flood.xlsx,Var,E10,Accommodation and food service activities- No. of Persons Engaged,10,+,exposure
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,E1,Total establishments in  manufacturing Industries,10,+,exposure
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,E2,Total No. of Industrial establishments (small and informal industries),5,+,exposure
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,E3,Max # of drought affected People during 1974 to 2022,10,+,exposure
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,E4,Persons engaged in manufacture of food products industries,10,+,exposure
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,E5,Persons engaged in manufacture of beverages industries,10,+,exposure
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,E6,Total Persons engaged (small and informal industries),5,+,exposure
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,E7,"No. of industries in Food, Beverages & tobacco",10,+,exposure
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,E8,Persons engaged in manufacture of dairy product industries,15,+,exposure
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,E9,Accommodation and food service activities- No. of Establishments,15,+,exposure
Northwestern,Industry,,Drought,Industy_Drought.xlsx,Var,E10,Accommodation and food service activities- No. of Persons Engaged,10,+,exposure
Northwestern,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,H1,Drought Index,100,+,hazard
Northwestern,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E1,% of total irrigated paddy area from total paddy extent,40,+,exposure
Northwestern,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E2,Farm households' population,30,+,exposure
Northwestern,Irrigation Water,,Drought,Irrigation_Water_Drought.xlsx,Var,E3,"Max # of drought affected People during 1974 to 2022 (1974 -2004, 25%, 2005 -2022, 75%)",30,+,exposure
Northwestern,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,H1,Flood Index,100,+,hazard
Northwestern,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,E1,% of total irrigated paddy area from total paddy extent,50,+,exposure
Northwestern,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,E2,Farm households' population,40,+,exposure
Northwestern,Irrigation Water,,Flood,Irrigation_Water_Flood.xlsx,Var,E3,"Max # of flood affected People during 1974 to 2023 (1974 -2004, 25%, 2005 -2023, 75%)",10,+,exposure
Northwestern,Livestock,Buffaloa,Drought,Buffaloa_Drought.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Northwestern,Livestock,Buffaloa,Drought,Buffaloa_Drought.xlsx,Var,E1,No. of Buffalo Farms,10,+,exposure
Northwestern,Livestock,Buffaloa,Drought,Buffaloa_Drought.xlsx,Var,E2,No.of Buffalo Milk Production Farms,10,+,exposure
Northwestern,Livestock,Buffaloa,Drought,Buffaloa_Drought.xlsx,Var,E3,Total Buffaloes,10,+,exposure
Northwestern,Livestock,Buffaloa,Drought,Buffaloa_Drought.xlsx,Var,E4,% Intensive,10,+,exposure
Northwestern,Livestock,Buffaloa,Drought,Buffaloa_Drought.xlsx,Var,E5,% Semi Intensive,15,+,exposure
Northwestern,Livestock,Buffaloa,Drought,Buffaloa_Drought.xlsx,Var,E6,% Extensive,20,+,exposure
Northwestern,Livestock,Buffaloa,Drought,Buffaloa_Drought.xlsx,Var,E7,Average of amount of Buffalo milk productio/day(L),15,+,exposure
Northwestern,Livestock,Buffaloa,Drought,Buffaloa_Drought.xlsx,Var,E8,Pasture & Fodder Extent,10,+,exposure
Northwestern,Livestock,Buffaloa,Flood,Buffaloa_Flood.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Northwestern,Livestock,Buffaloa,Flood,Buffaloa_Flood.xlsx,Var,E1,No. of Buffalo Farms,10,+,exposure
Northwestern,Livestock,Buffaloa,Flood,Buffaloa_Flood.xlsx,Var,E2,No.of Buffalo Milk Production Farms,10,+,exposure
Northwestern,Livestock,Buffaloa,Flood,Buffaloa_Flood.xlsx,Var,E3,Total Buffaloes,10,+,exposure
Northwestern,Livestock,Buffaloa,Flood,Buffaloa_Flood.xlsx,Var,E4,% Intensive,10,+,exposure
Northwestern,Livestock,Buffaloa,Flood,Buffaloa_Flood.xlsx,Var,E5,% Semi Intensive,15,+,exposure
Northwestern,Livestock,Buffaloa,Flood,Buffaloa_Flood.xlsx,Var,E6,% Extensive,20,+,exposure
Northwestern,Livestock,Buffaloa,Flood,Buffaloa_Flood.xlsx,Var,E7,Average of amount of Buffalo milk productio/day(L),15,+,exposure
Northwestern,Livestock,Buffaloa,Flood,Buffaloa_Flood.xlsx,Var,E8,Pasture & Fodder Extent,10,+,exposure
Northwestern,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Northwestern,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E1,No.of Neat Cattle Farms,20,+,exposure
Northwestern,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E2,No.of Neat Cattle Milk Production Farms,10,+,exposure
Northwestern,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E3,Total Neat Cattles,15,+,exposure
Northwestern,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E4,% Intensive,5,+,exposure
Northwestern,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E5,% Semi Intensive,10,+,exposure
Northwestern,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E6,% Extensive,20,+,exposure
Northwestern,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E7,Average of amount of cow milk production /day(L),10,+,exposure
Northwestern,Livestock,Cattle,Drought,Cattle_Drought.xlsx,Var,E8,Pasture & Fodder Extent,10,+,exposure
Northwestern,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Northwestern,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E1,No.of Neat Cattle Farms,15,+,exposure
Northwestern,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E2,No.of Neat Cattle Milk Production Farms,10,+,exposure
Northwestern,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E3,Total Neat Cattles,10,+,exposure
Northwestern,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E4,% Intensive,5,+,exposure
Northwestern,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E5,% Semi Intensive,10,+,exposure
Northwestern,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E6,% Extensive,15,+,exposure
Northwestern,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E7,Average of amount of cow milk production/day(L),15,+,exposure
Northwestern,Livestock,Cattle,Flood,Cattle_Flood.xlsx,Var,E8,Pasture & Fodder Extent,5,+,exposure
Northwestern,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Northwestern,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,E1,No. of Goats farms,25,+,exposure
Northwestern,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,E2,Total Goats,30,+,exposure
Northwestern,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,E3,Pasture & Fodder Extent,20,+,exposure
Northwestern,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,E4,No. of farms selling goat milk,10,+,exposure
Northwestern,Livestock,Goat,Drought,Goat_Drought.xlsx,Var,E5,No. of  farms goat milk processors,15,+,exposure
Northwestern,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Northwestern,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,E1,No. of Goats farms,25,+,exposure
Northwestern,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,E2,Total Goats,30,+,exposure
Northwestern,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,E3,Pasture & Fodder Extent,15,+,exposure
Northwestern,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,E4,No. of farms selling goat milk,12,+,exposure
Northwestern,Livestock,Goat,Flood,Goat_Flood.xlsx,Var,E5,No. of  farms goat milk processors,18,+,exposure
Northwestern,Livestock,Pig Sheep,Drought,Pig-Sheep_Drought.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Northwestern,Livestock,Pig Sheep,Drought,Pig-Sheep_Drought.xlsx,Var,E1,No. of Pig Farms,30,+,exposure
Northwestern,Livestock,Pig Sheep,Drought,Pig-Sheep_Drought.xlsx,Var,E2,Total Pigs,15,+,exposure
Northwestern,Livestock,Pig Sheep,Drought,Pig-Sheep_Drought.xlsx,Var,E3,Large white% _ BREEDS,5,+,exposure
Northwestern,Livestock,Pig Sheep,Drought,Pig-Sheep_Drought.xlsx,Var,E4,Land Race% - BREEDS,5,+,exposure
Northwestern,Livestock,Pig Sheep,Drought,Pig-Sheep_Drought.xlsx,Var,E5,Durock % - BREEDS,5,+,exposure
Northwestern,Livestock,Pig Sheep,Drought,Pig-Sheep_Drought.xlsx,Var,E6,local % - BREEDS,5,+,exposure
Northwestern,Livestock,Pig Sheep,Drought,Pig-Sheep_Drought.xlsx,Var,E7,% Cross (LW/Lr/D)_BREEDS,5,+,exposure
Northwestern,Livestock,Pig Sheep,Drought,Pig-Sheep_Drought.xlsx,Var,E8,No. of Sheep Farms,15,+,exposure
Northwestern,Livestock,Pig Sheep,Drought,Pig-Sheep_Drought.xlsx,Var,E9,Total Sheeps,15,+,exposure
Northwestern,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,H1,Flood Hazard Index,100,+,hazard
Northwestern,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,E1,No. of Pig Farms,30,+,exposure
Northwestern,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,E2,Total Pigs,15,+,exposure
Northwestern,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,E3,Large white% _ BREEDS,5,+,exposure
Northwestern,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,E4,Land Race% - BREEDS,5,+,exposure
Northwestern,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,E5,Durock % - BREEDS,5,+,exposure
Northwestern,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,E6,local % - BREEDS,5,+,exposure
Northwestern,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,E7,% Cross (LW/Lr/D)_BREEDS,5,+,exposure
Northwestern,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,E9,No. of Sheep Farms,15,+,exposure
Northwestern,Livestock,Pig Sheep,Flood,Pig-Sheep_Flood.xlsx,Var,E10,Total Sheeps,15,+,exposure
Northwestern,Livestock,Poultry,Drought,Poultry_Drought.xlsx,Var,H1,Drought Hazard Index,100,+,hazard
Northwestern,Livestock,Poultry,Drought,Poultry_Drought.xlsx,Var,E1,No. of Broiler Farms,15,+,exposure
